PlayerName,CourseName,LayoutName,StartDate,EndDate,Total,+/-,RoundRating,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18,Hole19,Hole20,Hole21,Hole22,Hole23,Hole24,Hole25,Hole26,Hole27
Jobby,Eddison Park,2019 Blue Tees,2025-07-18 2210,2025-07-19 0010,69,7,153,3,2,4,3,3,4,3,3,2,5,7,3,5,4,4,4,5,5,,,,,,,,,
Bucis,Eddison Park,2019 Blue Tees,2025-07-18 2210,2025-07-19 0010,80,18,105,4,3,4,5,4,4,4,4,4,5,8,5,5,6,3,4,4,4,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-07-18 0649,2025-07-18 0744,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-07-18 0649,2025-07-18 0744,49,-6,190,3,3,2,3,3,2,3,2,3,2,3,4,3,3,2,3,3,2,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-07-18 0649,2025-07-18 0744,61,6,127,3,3,2,3,4,3,4,3,3,4,5,4,3,6,2,3,3,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (B-Pin Position),2025-07-14 0654,2025-07-14 0744,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (B-Pin Position),2025-07-14 0654,2025-07-14 0744,59,3,126,4,2,3,3,3,4,4,3,3,3,3,3,3,4,3,5,3,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (B-Pin Position),2025-07-14 0654,2025-07-14 0744,58,2,130,3,3,2,3,2,3,5,2,3,3,3,3,4,3,4,4,5,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (B-Pin Position),2025-07-13 0427,2025-07-13 0536,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (B-Pin Position),2025-07-13 0427,2025-07-13 0536,56,0,140,3,2,3,3,3,3,4,2,3,3,3,3,4,4,3,4,3,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (B-Pin Position),2025-07-13 0427,2025-07-13 0536,57,1,135,4,2,2,3,3,3,4,3,3,3,3,3,4,4,3,4,3,3,,,,,,,,,
Par,Eddison Park,2019 Blue Tees,2025-07-11 2137,2025-07-11 2334,62,,,3,3,4,3,3,3,3,3,3,4,5,3,4,4,3,4,3,4,,,,,,,,,
ArmyGeddon,Eddison Park,2019 Blue Tees,2025-07-11 2137,2025-07-11 2334,67,5,162,3,3,4,3,3,3,3,3,3,4,5,3,5,5,4,5,3,5,,,,,,,,,
Bucis,Eddison Park,2019 Blue Tees,2025-07-11 2137,2025-07-11 2334,81,19,100,3,3,5,4,4,3,4,5,3,5,7,4,6,7,3,5,4,6,,,,,,,,,
Youare22,Eddison Park,2019 Blue Tees,2025-07-11 2137,2025-07-11 2334,87,25,80,3,4,8,3,6,5,3,4,4,4,8,4,6,6,4,6,4,5,,,,,,,,,
Par,Eddison Park,2019 Blue Tees,2025-07-05 2129,2025-07-05 2309,62,,,3,3,4,3,3,3,3,3,3,4,5,3,4,4,3,4,3,4,,,,,,,,,
ArmyGeddon,Eddison Park,2019 Blue Tees,2025-07-05 2129,2025-07-05 2309,68,6,157,3,4,4,3,3,3,4,3,3,5,6,3,4,4,3,5,4,4,,,,,,,,,
Jobby,Eddison Park,2019 Blue Tees,2025-07-05 2129,2025-07-05 2309,67,5,162,3,2,5,3,5,4,2,3,3,4,6,3,4,4,3,5,3,5,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-07-04 2227,2025-07-04 2340,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-07-04 2227,2025-07-04 2340,53,-3,155,3,2,4,3,2,2,3,3,3,3,3,3,3,2,3,3,4,4,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2025-07-04 2227,2025-07-04 2340,53,-3,155,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-06-27 2118,2025-06-27 2231,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-06-27 2118,2025-06-27 2231,53,-3,155,3,2,3,2,2,3,6,2,3,3,3,3,2,3,3,4,4,2,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2025-06-27 2118,2025-06-27 2231,50,-6,171,3,2,2,3,3,3,3,4,2,2,2,3,3,2,3,4,3,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-06-15 0212,2025-06-15 0327,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-06-15 0212,2025-06-15 0327,49,-7,177,2,2,2,2,3,2,5,3,2,2,2,3,3,2,3,4,4,3,,,,,,,,,
Youare22,John Knight Memorial Park,Public Layout (A-Pin Position),2025-06-15 0212,2025-06-15 0327,63,7,108,3,3,4,2,3,2,4,2,3,3,3,4,5,5,2,5,3,7,,,,,,,,,
Par,Weston Park Disc Golf Course,White Tees ,2025-06-09 0015,2025-06-09 0208,59,,,3,3,3,3,4,3,3,4,4,3,4,3,3,3,3,3,3,4,,,,,,,,,
ArmyGeddon,Weston Park Disc Golf Course,White Tees ,2025-06-09 0015,2025-06-09 0208,59,0,175,3,3,3,2,5,3,3,3,5,3,4,3,2,3,3,4,3,4,,,,,,,,,
Jobby,Weston Park Disc Golf Course,White Tees ,2025-06-09 0015,2025-06-09 0208,60,1,169,3,3,3,3,4,3,3,4,4,2,4,3,2,4,4,3,3,5,,,,,,,,,
Youare22,Weston Park Disc Golf Course,White Tees ,2025-06-09 0015,2025-06-09 0208,72,13,112,3,5,3,3,5,4,3,6,6,3,6,4,3,4,3,4,3,4,,,,,,,,,
Disease,Weston Park Disc Golf Course,White Tees ,2025-06-09 0015,2025-06-09 0208,75,16,101,3,5,4,3,5,4,3,3,6,4,7,4,5,6,3,3,3,4,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-06-06 2147,2025-06-06 2249,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-06-06 2147,2025-06-06 2249,53,-3,156,3,2,3,3,2,3,3,3,3,2,3,3,3,4,3,4,3,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2025-06-06 2147,2025-06-06 2249,53,-3,156,3,2,3,3,2,3,3,2,4,2,4,3,4,2,3,4,3,3,,,,,,,,,
Par,Weston Park Disc Golf Course,White Tees ,2025-06-01 2152,2025-06-02 0214,59,,,3,3,3,3,4,3,3,4,4,3,4,3,3,3,3,3,3,4,,,,,,,,,
ArmyGeddon,Weston Park Disc Golf Course,White Tees ,2025-06-01 2152,2025-06-02 0214,58,-1,178,3,3,2,3,4,4,3,4,4,2,4,3,3,3,3,4,2,4,,,,,,,,,
Miza,Weston Park Disc Golf Course,White Tees ,2025-06-01 2152,2025-06-02 0214,70,11,119,3,4,3,3,4,4,3,4,5,5,5,3,3,3,5,4,4,5,,,,,,,,,
Disease,Weston Park Disc Golf Course,White Tees ,2025-06-01 2152,2025-06-02 0214,75,16,99,5,3,3,3,5,4,4,5,8,3,4,5,4,4,4,3,3,5,,,,,,,,,
Par,Weston Park Disc Golf Course,White Tees ,2025-05-28 0529,2025-05-28 0629,59,,,3,3,3,3,4,3,3,4,4,3,4,3,3,3,3,3,3,4,,,,,,,,,
ArmyGeddon,Weston Park Disc Golf Course,White Tees ,2025-05-28 0529,2025-05-28 0629,61,2,162,3,3,3,3,5,4,3,4,4,2,5,2,2,5,4,3,2,4,,,,,,,,,
Youare22,Weston Park Disc Golf Course,White Tees ,2025-05-28 0529,2025-05-28 0629,73,14,106,4,3,4,4,6,4,3,5,5,3,4,5,3,3,4,4,4,5,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-05-23 2132,2025-05-23 2208,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-05-23 2132,2025-05-23 2208,48,-8,183,3,2,3,3,3,2,4,3,2,3,3,3,2,2,2,3,3,2,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2025-05-23 2132,2025-05-23 2208,53,-3,156,3,2,3,3,3,2,4,3,3,3,2,2,3,3,3,5,3,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-05-17 0004,2025-05-17 0212,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-05-17 0004,2025-05-17 0212,57,1,135,4,3,3,3,3,2,3,2,2,3,3,6,4,3,2,5,3,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2025-05-17 0004,2025-05-17 0212,52,-4,161,2,2,3,3,2,2,4,4,2,4,3,3,4,2,3,3,3,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-05-16 2141,2025-05-16 2256,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-05-16 2141,2025-05-16 2256,50,-6,172,2,2,3,3,3,3,3,2,2,3,2,3,3,3,2,4,3,4,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2025-05-16 2141,2025-05-16 2256,48,-8,183,2,2,2,3,3,3,4,2,3,3,2,2,2,3,3,3,3,3,,,,,,,,,
Bucis,John Knight Memorial Park,Public Layout (A-Pin Position),2025-05-16 2141,2025-05-16 2256,66,10,97,4,4,3,4,3,3,4,4,3,3,4,4,4,4,3,4,4,4,,,,,,,,,
Par,Weston Park Disc Golf Course,White Tees ,2025-05-09 2127,2025-05-09 2241,59,,,3,3,3,3,4,3,3,4,4,3,4,3,3,3,3,3,3,4,,,,,,,,,
ArmyGeddon,Weston Park Disc Golf Course,White Tees ,2025-05-09 2127,2025-05-09 2241,59,0,181,3,3,3,3,4,3,2,4,3,3,3,4,3,5,3,3,2,5,,,,,,,,,
Jobby,Weston Park Disc Golf Course,White Tees ,2025-05-09 2127,2025-05-09 2241,65,6,154,4,4,3,3,5,3,3,4,4,4,4,3,3,3,4,3,3,5,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-05-05 0647,2025-05-05 0752,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-05-05 0647,2025-05-05 0752,50,-5,185,2,2,3,2,3,2,3,3,3,3,3,3,4,4,2,3,3,2,,,,,,,,,
Jobby,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-05-05 0647,2025-05-05 0752,55,0,161,2,5,2,4,3,3,3,2,3,3,2,3,3,5,3,2,3,4,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-05-02 2127,2025-05-02 2224,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-05-02 2127,2025-05-02 2224,50,-6,183,2,2,2,3,3,3,4,3,2,3,2,3,2,3,3,4,3,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2025-05-02 2127,2025-05-02 2224,54,-2,165,2,2,2,3,3,2,4,2,3,3,4,2,3,3,4,4,4,4,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-04-28 0708,2025-04-28 0807,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-04-28 0708,2025-04-28 0807,50,-5,185,2,3,3,2,3,3,2,3,2,3,3,3,3,4,3,3,3,2,,,,,,,,,
Jobby,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-04-28 0708,2025-04-28 0807,51,-4,180,2,3,3,3,4,3,2,2,3,2,3,3,3,4,2,3,3,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-25 0219,2025-04-25 0403,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-25 0219,2025-04-25 0403,47,-9,198,2,2,2,3,2,2,3,2,3,3,2,5,3,2,2,4,3,2,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-25 0219,2025-04-25 0403,52,-4,174,2,3,2,2,4,2,3,2,3,3,3,4,3,3,3,4,3,3,,,,,,,,,
Bucis,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-25 0219,2025-04-25 0403,64,8,124,3,3,3,3,4,4,3,3,4,3,4,4,3,4,4,5,4,3,,,,,,,,,
Miza,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-25 0219,2025-04-25 0403,56,0,156,3,3,3,2,3,2,4,4,3,3,3,3,4,2,3,4,4,3,,,,,,,,,
Youare22,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-25 0219,2025-04-25 0403,61,5,135,3,3,3,3,3,3,5,3,4,3,4,3,4,4,2,4,4,3,,,,,,,,,
Disease,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-25 0219,2025-04-25 0403,53,-3,169,3,3,2,2,3,3,4,3,2,2,4,3,3,3,3,4,3,3,,,,,,,,,
Par,Weston Park Disc Golf Course,White Tees ,2025-04-20 2244,2025-04-21 0021,59,,,3,3,3,3,4,3,3,4,4,3,4,3,3,3,3,3,3,4,,,,,,,,,
ArmyGeddon,Weston Park Disc Golf Course,White Tees ,2025-04-20 2244,2025-04-21 0021,57,-2,190,3,3,3,2,5,3,2,4,4,2,4,3,3,3,3,3,3,4,,,,,,,,,
Youare22,Weston Park Disc Golf Course,White Tees ,2025-04-20 2244,2025-04-21 0021,73,14,123,4,3,4,3,5,4,3,5,6,3,4,4,4,3,3,5,5,5,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-17 2246,2025-04-18 0017,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-17 2246,2025-04-18 0017,52,-4,174,2,2,3,2,2,2,4,2,2,3,3,3,3,4,2,5,5,3,,,,,,,,,
Bucis,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-17 2246,2025-04-18 0017,59,3,143,3,4,2,3,3,3,5,2,3,3,3,3,3,4,4,4,4,3,,,,,,,,,
Miza,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-17 2246,2025-04-18 0017,55,-1,160,3,2,3,3,3,2,4,2,3,4,3,4,3,3,2,4,4,3,,,,,,,,,
Youare22,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-17 2246,2025-04-18 0017,66,10,116,3,3,2,3,3,3,4,3,5,4,4,4,4,5,4,6,3,3,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-04-14 0552,2025-04-14 0658,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-04-14 0552,2025-04-14 0658,54,-1,166,2,2,2,3,4,2,3,3,2,5,3,3,3,4,3,3,4,3,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-04-14 0552,2025-04-14 0658,67,12,114,4,4,5,4,3,3,2,3,4,4,4,4,4,6,2,3,4,4,,,,,,,,,
Par,Eddison Park,2019 Blue Tees,2025-04-12 2133,2025-04-12 2334,62,,,3,3,4,3,3,3,3,3,3,4,5,3,4,4,3,4,3,4,,,,,,,,,
ArmyGeddon,Eddison Park,2019 Blue Tees,2025-04-12 2133,2025-04-12 2334,67,5,169,3,3,4,3,4,3,3,4,3,5,6,2,4,5,3,4,4,4,,,,,,,,,
Jobby,Eddison Park,2019 Blue Tees,2025-04-12 2133,2025-04-12 2334,67,5,169,3,3,5,3,3,3,3,3,2,4,6,3,4,4,3,6,3,6,,,,,,,,,
Youare22,Eddison Park,2019 Blue Tees,2025-04-12 2133,2025-04-12 2334,90,28,87,4,4,6,4,3,4,5,5,4,4,7,3,7,6,4,7,4,9,,,,,,,,,
Par,Weston Park Disc Golf Course,White Tees ,2025-04-11 2125,2025-04-11 2304,59,,,3,3,3,3,4,3,3,4,4,3,4,3,3,3,3,3,3,4,,,,,,,,,
ArmyGeddon,Weston Park Disc Golf Course,White Tees ,2025-04-11 2125,2025-04-11 2304,60,1,176,3,3,3,3,6,3,2,4,4,2,3,3,4,3,5,3,2,4,,,,,,,,,
Jobby,Weston Park Disc Golf Course,White Tees ,2025-04-11 2125,2025-04-11 2304,60,1,176,3,3,3,3,5,3,2,4,4,3,4,4,3,3,3,2,3,5,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-06 0640,2025-04-06 0749,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-06 0640,2025-04-06 0749,51,-5,178,3,3,3,3,3,2,3,2,2,3,4,3,2,3,3,4,3,2,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-06 0640,2025-04-06 0749,53,-3,169,3,2,3,1,2,3,4,3,3,3,2,3,3,3,3,4,5,3,,,,,,,,,
Youare22,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-06 0640,2025-04-06 0749,66,10,116,3,4,4,3,3,3,4,3,4,4,4,5,2,4,3,5,5,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-05 0511,2025-04-05 0616,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-05 0511,2025-04-05 0616,53,-3,169,3,3,2,2,2,2,4,3,2,3,3,4,3,3,3,3,5,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-05 0511,2025-04-05 0616,52,-4,174,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,4,3,3,,,,,,,,,
Miza,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-05 0511,2025-04-05 0616,56,0,156,3,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-04 2020,2025-04-04 2130,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-04 2020,2025-04-04 2130,49,-7,188,2,2,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2025-04-04 2020,2025-04-04 2130,51,-5,178,4,3,3,3,2,4,3,3,1,2,3,3,2,2,2,3,4,4,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-03-29 2131,2025-03-29 2229,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-03-29 2131,2025-03-29 2229,55,-1,160,4,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,4,2,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2025-03-29 2131,2025-03-29 2229,55,-1,160,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,2,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-03-28 2107,2025-03-28 2225,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-03-28 2107,2025-03-28 2225,53,-3,169,3,2,2,2,3,2,3,2,2,4,3,3,3,4,4,4,4,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2025-03-28 2107,2025-03-28 2225,55,-1,160,4,2,3,2,3,2,4,2,3,3,3,3,4,4,3,4,3,3,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-03-27 0640,2025-03-27 0745,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-03-27 0640,2025-03-27 0745,53,-2,170,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,2,,,,,,,,,
Jobby,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-03-27 0640,2025-03-27 0745,60,5,140,3,3,3,3,4,3,4,3,3,5,3,3,3,4,3,3,4,3,,,,,,,,,
Par,Eddison Park,2019 Blue Tees,2025-03-21 2046,2025-03-21 2239,62,,,3,3,4,3,3,3,3,3,3,4,5,3,4,4,3,4,3,4,,,,,,,,,
ArmyGeddon,Eddison Park,2019 Blue Tees,2025-03-21 2046,2025-03-21 2239,67,5,169,3,3,4,3,3,3,3,4,4,5,6,3,4,4,4,4,3,4,,,,,,,,,
Jobby,Eddison Park,2019 Blue Tees,2025-03-21 2046,2025-03-21 2239,71,9,152,3,3,6,3,3,3,4,4,3,5,6,3,5,5,3,5,3,4,,,,,,,,,
Bucis,Eddison Park,2019 Blue Tees,2025-03-21 2046,2025-03-21 2239,77,15,129,3,4,6,3,4,4,4,4,3,5,8,4,4,6,3,4,3,5,,,,,,,,,
Youare22,Eddison Park,2019 Blue Tees,2025-03-21 2046,2025-03-21 2239,92,30,82,4,4,6,4,6,4,5,3,5,6,8,3,5,6,3,6,6,8,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-03-21 0529,2025-03-21 0619,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-03-21 0529,2025-03-21 0619,54,-1,166,3,3,3,2,3,2,3,3,3,4,3,3,3,5,3,3,3,2,,,,,,,,,
Jobby,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2025-03-21 0529,2025-03-21 0619,57,2,153,3,3,3,3,3,3,4,3,3,2,3,3,3,6,4,2,3,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-03-19 0652,2025-03-19 0748,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-03-19 0652,2025-03-19 0748,52,-4,174,2,3,3,3,3,2,3,2,2,4,2,3,3,4,3,4,4,2,,,,,,,,,
Bec,John Knight Memorial Park,Public Layout (A-Pin Position),2025-03-19 0652,2025-03-19 0748,70,14,103,3,3,3,5,6,4,4,3,3,4,4,3,4,4,4,5,4,4,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-03-18 0704,2025-03-18 0800,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-03-18 0704,2025-03-18 0800,51,-5,178,2,2,3,4,2,3,4,2,2,3,3,2,3,3,3,4,3,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2025-03-18 0704,2025-03-18 0800,55,-1,160,3,3,2,3,3,3,5,3,3,3,3,2,3,3,3,3,4,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-03-17 2200,2025-03-17 2239,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2025-03-17 2200,2025-03-17 2239,55,-1,160,4,3,3,2,2,2,3,3,3,3,3,3,3,4,4,4,3,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2025-03-15 0617,2025-03-15 0618,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2025-03-15 0617,2025-03-15 0618,51,-5,168,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,4,3,3,,,,,,,,,
Par,Stony Creek Reserve,Combined Full 18,2025-03-14 2244,2025-03-15 0003,57,,,3,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Stony Creek Reserve,Combined Full 18,2025-03-14 2244,2025-03-15 0003,55,-2,190,3,3,3,3,3,2,3,4,3,3,3,3,4,3,3,3,4,2,,,,,,,,,
Par,Eddison Park,2019 Blue Tees,2025-03-09 2052,2025-03-09 2223,62,,,3,3,4,3,3,3,3,3,3,4,5,3,4,4,3,4,3,4,,,,,,,,,
ArmyGeddon,Eddison Park,2019 Blue Tees,2025-03-09 2052,2025-03-09 2223,64,2,183,4,3,3,3,4,3,2,3,3,4,6,2,5,4,3,4,3,5,,,,,,,,,
Jobby,Eddison Park,2019 Blue Tees,2025-03-09 2052,2025-03-09 2223,71,9,152,3,3,4,4,4,3,3,3,4,5,6,3,5,4,3,5,3,6,,,,,,,,,
Par,Eddison Park,2019 Blue Tees,2025-03-09 0129,2025-03-09 0245,62,,,3,3,4,3,3,3,3,3,3,4,5,3,4,4,3,4,3,4,,,,,,,,,
ArmyGeddon,Eddison Park,2019 Blue Tees,2025-03-09 0129,2025-03-09 0245,68,6,165,3,2,5,3,3,3,4,3,3,6,6,5,4,4,3,4,3,4,,,,,,,,,
Jobby,Eddison Park,2019 Blue Tees,2025-03-09 0129,2025-03-09 0245,72,10,148,2,2,5,3,4,4,4,4,3,4,6,3,5,5,4,5,4,5,,,,,,,,,
Par,Eddison Park,2019 Blue Tees,2025-03-07 2048,2025-03-07 2232,62,,,3,3,4,3,3,3,3,3,3,4,5,3,4,4,3,4,3,4,,,,,,,,,
ArmyGeddon,Eddison Park,2019 Blue Tees,2025-03-07 2048,2025-03-07 2232,66,4,174,3,3,5,3,3,3,3,3,4,5,6,2,4,5,3,4,4,3,,,,,,,,,
Jobby,Eddison Park,2019 Blue Tees,2025-03-07 2048,2025-03-07 2232,71,9,152,3,3,4,3,4,3,4,4,3,4,6,4,5,4,3,5,3,6,,,,,,,,,
